xid	pm	zhan	kind
607	34	安华桥西	1
607	35	马甸桥东	1
607	36	马甸桥西	1
607	1	马甸桥西	2
607	2	马甸桥东	2
607	15	首邑上城小区	1
607	14	滨河西里北区	1
607	13	滨河西里	1
607	12	清源西里北站	1
607	11	大兴中医院	1
607	10	仁和医院	1
607	9	富强路	1
607	8	三中巷	1
607	7	黄村东大街东口	1
607	6	黄村	1
607	5	大兴桥北	1
607	4	海子角北口	1
607	3	海子角东口	1
607	2	绿色庄园	1
607	1	海子角	1
607	3	安华桥西	2
607	4	安贞桥西	2
607	5	安贞桥东	2
607	6	西坝河	2
607	7	静安庄	2
607	8	三元桥	2
607	9	亮马桥	2
607	10	双井桥南	2
607	11	潘家园桥北	2
607	12	十里河桥北	2
607	13	方庄桥东	2
607	14	方庄桥西	2
607	15	刘家窑桥西	2
607	16	木樨园桥东	2
607	17	木樨园桥西	2
607	18	洋桥西	2
607	19	草桥	2
607	20	高米店	2
607	21	康庄路东口	2
607	22	首邑上城小区	2
607	23	滨河西里北区	2
607	24	滨河西里	2
607	25	清源西里北站	2
607	26	大兴中医院	2
607	27	仁和医院	2
607	28	富强路	2
607	29	三中巷	2
607	30	黄村东大街东口	2
607	31	黄村	2
607	32	大兴桥东	2
607	33	海子角北口	2
607	34	海子角东口	2
607	35	绿色庄园	2
607	36	海子角	2
608	42	光明楼	1
608	44	北京站西街西口	1
608	10	大兴桥北	1
608	6	天宫院	1
608	3	汇林南街东站	1
608	4	北京体育馆	2
608	2	狼各庄	1
608	7	韩园子	1
608	8	大庄	1
608	34	木樨园桥东	1
608	35	刘家窑桥西	1
608	36	刘家窑桥北	1
608	37	蒲黄榆	1
608	38	东侧路	1
608	39	天坛体育场	1
608	36	黄良路东口	2
608	25	红房子路口北	1
608	27	南苑	1
608	28	南苑北里	1
608	33	南苑路果园	1
608	30	和义农场	1
608	31	久敬庄	1
608	16	京开康庄路口	1
608	12	黄村东大街东口北	1
608	9	刘家窑桥北	2
608	7	东侧路	2
608	15	滨河东里	1
608	35	大兴桥南	2
608	32	团河路西口	2
608	29	京开康庄路口	2
608	27	郁花园	2
608	25	西红门	2
608	23	同兴园	2
608	19	南苑北马路	2
608	18	南苑	2
608	23	西营房	1
608	21	福利农场	1
608	43	狼各庄	2
608	42	汇林南街东站	2
608	40	天堂河小区	2
608	39	天宫院	2
608	37	大庄	2
608	34	黄村	2
608	33	黄村东大街东口南	2
608	30	滨河东里	2
608	31	清源路东口	2
608	28	高米店	2
608	26	西红门南站	2
608	24	福利农场	2
608	22	西营房	2
608	21	红房子路口南	2
608	20	红房子路口北	2
608	17	南苑北里	2
608	16	和义南站	2
608	15	和义农场	2
608	14	久敬庄	2
608	10	刘家窑桥西	2
608	11	木樨园桥东	2
608	12	南苑路果园	2
608	13	大红门西里	2
608	8	蒲黄榆	2
608	6	天坛体育场	2
608	5	北京体育馆西	2
608	3	光明楼	2
608	2	广渠门	2
608	1	北京站东	2
608	45	北京站东	1
608	43	广渠门	1
608	41	北京体育馆	1
608	40	北京体育馆西	1
608	32	大红门西里	1
608	29	和义南站	1
608	26	南苑北马路	1
608	24	红房子路口南	1
608	22	同兴园	1
608	20	西红门	1
608	19	西红门南站	1
608	41	汇林南街	2
608	38	韩园子	2
608	13	团河路西口	1
608	4	汇林南街	1
608	5	天堂河小区	1
608	18	郁花园	1
608	1	大兴西庄	1
608	17	高米店	1
608	14	清源路东口	1
608	44	大兴西庄	2
608	9	黄良路东口	1
608	11	黄村	1
609	21	鲁谷	1
609	18	鲁谷路衙门口	1
609	15	丽泽桥东	2
609	19	七里庄	2
609	20	丰北桥东	2
609	13	菜户营桥西	2
609	11	陶然亭公园南门	2
609	7	天坛南门	2
609	10	苹果园北	1
609	11	杨庄路西口	1
609	12	古城剧场	1
609	20	鲁谷西站	1
609	16	京原路口西	1
609	41	右安门西	1
609	42	陶然亭公园南门	1
609	43	陶然桥东	1
609	44	永定门东	1
609	45	天坛南门	1
609	46	玉蜓桥	1
609	14	石景山古城	1
609	3	杏石口	1
609	24	岳各庄	2
609	46	西井路	2
609	23	岳各庄桥北	2
609	28	郑常庄	1
609	29	岳各庄	1
609	30	岳各庄桥北	1
609	31	丰台路口	1
609	32	丰台体育中心	1
609	33	丰北桥东	1
609	37	丽泽桥	1
609	19	焦家坟路口东	1
609	2	光明楼	2
609	14	三路居	2
609	21	丰台体育中心	2
609	8	永定门东	2
609	3	北京体育馆	2
609	23	石槽东站	1
609	8	琅山	1
609	9	苹果园小区	1
609	22	鲁谷路东口	1
609	39	三路居	1
609	40	菜户营桥西	1
609	6	西井路	1
609	2	八大处中学	1
609	51	八大处	2
609	49	杏石口	2
609	47	西黄村小区北	2
609	43	苹果园小区	2
609	30	石槽东站	2
609	50	八大处中学	2
609	44	琅山	2
609	29	采石路口	2
609	25	永定路南口	1
609	26	南沙窝桥	1
609	27	青塔	1
609	7	海特花园	1
609	34	七里庄	1
609	40	古城剧场	2
609	24	采石路口	1
609	42	苹果园北	2
609	36	丽泽桥西	1
609	38	石景山古城	2
609	35	鲁谷路衙门口	2
609	34	焦家坟路口东	2
609	31	鲁谷路东口	2
609	4	西下庄	1
609	48	天坛体育场	1
609	45	海特花园	2
609	49	北京体育馆	1
609	28	永定路南口	2
609	48	西下庄	2
609	50	光明楼	1
609	26	青塔	2
609	51	龙潭公园	1
609	4	天坛体育场	2
609	5	东侧路	2
609	17	丽泽桥西	2
609	16	丽泽桥	2
609	9	永定门西	2
609	10	陶然桥东	2
609	12	右安门东	2
609	6	玉蜓桥	2
609	18	丰台北路	2
609	22	丰台路口	2
609	1	龙潭公园	2
609	25	郑常庄	2
609	27	南沙窝桥	2
609	47	东侧路	1
609	38	丽泽桥东	1
609	32	鲁谷	2
609	33	鲁谷西站	2
609	35	丰台北路	1
609	36	京原路口西	2
609	37	八角	2
609	39	古城大院	2
609	41	杨庄路西口	2
609	15	八角	1
609	17	衙门口	1
609	13	古城大院	1
609	1	八大处	1
609	5	西黄村小区北	1
610	46	吴家村路西口	1
610	26	黑石头	1
610	27	石景山高井	1
610	28	高井路口西	1
610	14	新桥南街	1
610	21	三家店西口	1
610	20	水闸	1
610	16	新桥大街	1
610	30	金安桥北	1
610	31	金顶南路	1
610	24	石景山南宫	1
610	23	三家店东口	1
610	22	三家店	1
610	4	科丰桥南	2
610	3	六圈	2
610	50	石槽	1
610	6	冯西园	1
610	13	月季园小区	1
610	17	城子大街南口	1
610	2	田何庄	2
610	18	城子	1
610	19	城子职高	1
610	45	吴庄	1
610	48	吴家村路东口	1
610	8	冯村大桥	1
610	9	冯村	1
610	1	世界公园	2
610	7	冯村南口	1
610	29	首钢小区	1
610	25	五里坨	1
610	5	北岭新村	1
610	11	八五三部队	1
610	44	焦家坟路口南	1
610	47	吴家村	1
610	15	京煤集团	1
610	33	苹果园南	1
610	34	杨庄路西口	1
610	68	世界公园	1
610	67	田何庄	1
610	66	六圈	1
610	65	科丰桥南	1
610	64	富丰桥南	1
610	62	正阳桥北	1
610	43	永乐西小区	1
610	36	古城大院	1
610	35	古城剧场	1
610	32	地铁苹果园站	1
610	37	石景山古城	1
610	38	八角	1
610	39	京燕饭店	1
610	40	京原路口东	1
610	41	京原东站	1
610	42	银河大街	1
610	63	看丹桥	1
610	61	北大地	1
610	60	岔路口	1
610	59	丰台路口	1
610	58	岳各庄桥北	1
610	57	岳各庄	1
610	52	永定路南口	1
610	51	采石路口	1
610	49	小瓦窑	1
610	12	葡萄嘴	1
610	10	永定中学	1
610	2	石门营	1
610	53	沙窝桥西	1
610	54	南沙窝桥	1
610	55	青塔	1
610	56	郑常庄	1
610	4	白道子村	1
610	3	石门营环岛西	1
610	1	石厂村	1
610	5	富丰桥南	2
610	6	看丹桥	2
610	7	正阳桥北	2
610	8	北大地	2
610	9	岔路口	2
610	10	丰台路口	2
610	11	岳各庄桥东	2
610	12	岳各庄桥北	2
610	13	岳各庄	2
610	14	郑常庄	2
610	15	青塔	2
610	16	南沙窝桥	2
610	17	沙窝桥西	2
610	18	永定路南口	2
610	19	采石路口	2
610	20	石槽	2
610	21	小瓦窑	2
610	22	吴家村路东口	2
610	23	吴家村	2
610	24	吴家村路西口	2
610	25	吴庄	2
610	26	焦家坟路口南	2
610	27	永乐西小区	2
610	28	银河大街	2
610	29	京原东站	2
610	30	京原路口东	2
610	31	京原路口西	2
610	32	京燕饭店	2
610	33	八角	2
610	34	石景山古城	2
610	35	古城大院	2
610	36	古城剧场	2
610	37	杨庄路西口	2
610	38	苹果园南	2
610	39	地铁苹果园站	2
610	40	金顶南路	2
610	41	金安桥北	2
610	42	首钢小区	2
610	43	高井路口西	2
610	44	石景山高井	2
610	45	黑石头	2
610	46	五里坨	2
610	47	石景山南宫	2
610	48	三家店东口	2
610	49	三家店	2
610	50	三家店西口	2
610	51	水闸	2
610	52	城子职高	2
610	53	城子	2
610	54	城子大街南口	2
610	55	新桥大街	2
610	56	京煤集团	2
610	57	新桥南街	2
610	58	月季园小区	2
610	59	葡萄嘴	2
610	60	八五三部队	2
610	61	永定中学	2
610	62	冯村	2
610	63	冯村大桥	2
610	64	冯村南口	2
610	65	冯西园	2
610	66	北岭新村	2
610	67	白道子村	2
610	68	石门营环岛西	2
610	69	石门营	2
610	70	石厂村	2
611	11	承泽苑	2
611	24	栗园庄北站	2
611	21	上岸环岛	2
611	23	京煤集团培训中心	2
611	2	京煤集团培训中心	1
611	7	小黑山	2
611	22	东辛房	1
611	23	平民市场	1
611	17	河滩	1
611	18	小黑山	1
611	19	龙门	1
611	6	龙门	2
611	7	石龙工业区	1
611	8	冯村	1
611	9	永定中学	1
611	10	八五三部队	1
611	15	双峪环岛西	1
611	22	上园路南口	2
611	14	葡东小区	2
611	17	冯村	2
611	5	矿建街	2
611	18	石龙工业区	2
611	16	永定中学	2
611	15	八五三部队	2
611	13	德露苑	2
611	5	上岸西口	1
611	6	石龙管委	1
611	12	德露苑	1
611	11	葡东小区	1
611	1	栗园庄北站	1
611	3	上园路南口	1
611	14	承泽苑	1
611	16	新桥大街	1
611	19	石龙管委	2
611	12	门头沟区幼儿园	2
611	21	增产路	1
611	10	双峪环岛西	2
611	24	西辛房	1
611	20	矿建街	1
611	9	新桥大街	2
611	1	西辛房	2
611	8	河滩	2
611	13	门头沟区幼儿园	1
611	2	平民市场	2
611	4	增产路	2
611	3	东辛房	2
611	4	上岸环岛	1
611	20	上岸西口	2
612	13	东北旺北	1
612	3	冷泉村东路口	1
612	6	后厂村	2
612	4	颐和山庄南	1
612	11	颐和山庄	2
612	2	软件园广场	2
612	8	夏霖园	1
612	14	西二旗大街	1
612	6	赵家庄南	1
612	7	春晖园	2
612	9	中海枫涟山庄北门	2
612	14	冷泉村	2
612	15	城铁西二旗站	1
612	12	颐和山庄南	2
612	12	东北旺	1
612	11	后厂村东	1
612	13	冷泉村东路口	2
612	8	夏霖园	2
612	1	城铁西二旗站	2
612	10	后厂村路	1
612	15	龙泉驾校	2
612	10	赵家庄南	2
612	9	春晖园	1
612	7	中海枫涟山庄北门	1
612	5	颐和山庄	1
612	5	后厂村东	2
612	4	东北旺	2
612	3	东北旺北	2
612	2	冷泉村	1
612	1	龙泉驾校	1
613	30	望京花园西区	1
613	31	湖光北街东口	1
613	32	南湖东园	1
613	33	南湖南路北口	1
613	16	南湖南路	2
613	15	南湖西里	2
613	14	望京桥北	2
613	13	望京桥南	2
613	12	太阳宫公园	2
613	27	来广营路口西	1
613	28	广顺桥南	1
613	29	利泽中街西口	1
613	8	曙光里南口	2
613	7	国际展览中心	2
613	26	来广营西桥东	1
613	12	城铁立水桥站	1
613	10	天通西苑南	1
613	8	天通苑太平庄	1
613	6	东三旗	1
613	1	平西王府	1
613	13	立水桥北站	1
613	11	东小口	1
613	6	柳芳北里	2
613	5	柳芳南里	2
613	4	香河园	2
613	3	东直门外	2
613	38	太阳宫公园	1
613	37	望京桥南	1
613	36	望京桥北	1
613	35	南湖西里	1
613	34	南湖南路	1
613	9	曙光里	2
613	10	坝河	2
613	11	夏家园	2
613	17	南湖南路北口	2
613	18	南湖东园	2
613	14	立水桥	1
613	15	北苑家园西站	1
613	16	北苑家园	1
613	17	时代庄园	1
613	18	朝来家园西区	1
613	19	朝来家园	1
613	20	朝来家园东区	1
613	21	勇士营	1
613	22	朝来农艺园北站	1
613	23	朝来农艺园	1
613	24	顾家庄	1
613	25	来广营西桥	1
613	47	王府温馨公寓	2
613	9	天通西苑北	1
613	7	东三旗南站	1
613	2	中国经济时报社	1
613	3	王府温馨公寓	1
613	4	王府花园	1
613	5	平西府东口	1
613	46	王府花园	2
613	45	平西府东口	2
613	44	东三旗	2
613	43	东三旗南站	2
613	42	天通苑太平庄	2
613	41	丽水园	2
613	40	天通苑西门	2
613	39	东小口	2
613	38	城铁立水桥站	2
613	37	立水桥北站	2
613	21	利泽中街西口	2
613	22	广顺桥南	2
613	23	来广营路口西	2
613	24	来广营西桥东	2
613	25	来广营西桥	2
613	26	顾家庄	2
613	27	朝来农艺园	2
613	28	朝来农艺园北站	2
613	29	勇士营	2
613	30	朝来家园东区	2
613	31	朝来家园	2
613	32	朝来家园西区	2
613	33	时代庄园	2
613	34	北苑家园	2
613	35	北苑家园西站	2
613	36	立水桥	2
613	20	望京花园西区	2
613	19	侯庄路口北	2
613	39	夏家园	1
613	40	坝河	1
613	41	曙光里	1
613	42	曙光里南口	1
613	43	国际展览中心	1
613	44	柳芳北里	1
613	45	柳芳南里	1
613	46	东外斜街	1
613	47	东直门外	1
613	48	东直门	1
613	1	东直门	2
613	2	东直门北	2
613	48	中国经济时报社	2
613	49	平西王府	2
614	10	田何庄	1
614	11	六圈	1
614	12	科丰桥南	1
614	13	科丰桥北	1
614	14	韩庄子南	1
614	15	看丹桥	1
614	16	正阳桥北	1
614	32	花园桥南	1
614	17	北大地	1
614	18	岔路口	1
614	19	丰台路口	1
614	20	岳各庄桥北	1
614	21	岳各庄	1
614	22	郑常庄	1
614	19	丰台路口	2
614	21	北大地	2
614	22	正阳桥北	2
614	23	看丹桥	2
614	24	韩庄子南	2
614	25	科丰桥北	2
614	26	科丰桥南	2
614	27	六圈	2
614	28	田何庄	2
614	29	世界公园	2
614	23	青塔	1
614	24	南沙窝桥	1
614	25	五棵松桥北	1
614	26	金沟河	1
614	27	定慧桥东	1
614	28	定慧寺东	1
614	29	西钓鱼台	1
614	30	航天桥西	1
614	31	航天桥北	1
614	36	狼垡东桥北	2
614	37	鸿益驾校	2
614	35	长丰园二区	2
614	34	长丰园一区	2
614	33	公交驾校	2
614	12	金沟河	2
614	9	西钓鱼台	2
614	33	紫竹桥南	1
614	34	万寿寺	1
614	35	为公桥	1
614	36	三义庙	1
614	37	四通桥东	1
614	1	四通桥东	2
614	2	三义庙	2
614	3	为公桥	2
614	4	万寿寺	2
614	1	鸿益驾校	1
614	2	狼垡东桥北	1
614	3	长丰园二区	1
614	4	长丰园一区	1
614	5	公交驾校	1
614	6	芦花路	1
614	7	小葆台	1
614	8	葆台路	1
614	9	世界公园	1
614	5	紫竹桥南	2
614	32	芦花路	2
614	31	小葆台	2
614	15	青塔	2
614	14	南沙窝桥	2
614	8	航天桥西	2
614	6	花园桥南	2
614	13	五棵松桥北	2
614	17	岳各庄	2
614	18	岳各庄桥北	2
614	30	葆台路	2
614	20	岔路口	2
614	7	航天桥北	2
614	10	定慧寺东	2
614	11	定慧桥北	2
614	16	郑常庄	2
615	1	北岗子	2
615	2	东八间房	2
615	3	大陈各庄	2
615	41	丽都饭店	1
615	16	紫竹桥	2
615	17	花园桥北	2
615	18	航天桥北	2
615	11	六圈	1
615	12	科丰桥南	1
615	13	科丰桥北	1
615	14	韩庄子南	1
615	15	看丹桥	1
615	16	正阳桥北	1
615	17	北大地	1
615	9	安贞桥西	2
615	10	安华桥西	2
615	11	马甸桥东	2
615	12	北太平桥西	2
615	29	岔路口	2
615	26	岳各庄	2
615	24	青塔	2
615	22	五棵松桥北	2
615	44	长丰园二区	2
615	3	长丰园二区	1
615	46	鸿益驾校	2
615	39	西坝河	1
615	20	岳各庄桥北	1
615	21	岳各庄	1
615	22	郑常庄	1
615	23	青塔	1
615	24	南沙窝桥	1
615	25	五棵松桥北	1
615	26	定慧寺东	1
615	27	西钓鱼台	1
615	28	航天桥西	1
615	29	航天桥北	1
615	30	花园桥北	1
615	31	紫竹桥	1
615	46	北岗子	1
615	44	大陈各庄	1
615	15	万寿寺	2
615	8	葆台路	1
615	9	世界公园	1
615	10	田何庄	1
615	19	丰台路口	1
615	8	西坝河	2
615	37	田何庄	2
615	31	正阳桥北	2
615	30	北大地	2
615	43	长丰园一区	2
615	40	小葆台	2
615	6	芦花路	1
615	33	四通桥西	1
615	34	蓟门桥西	1
615	35	北太平桥西	1
615	36	马甸桥东	1
615	37	安华桥西	1
615	32	万寿寺	1
615	18	岔路口	1
615	25	郑常庄	2
615	21	定慧寺东	2
615	23	南沙窝桥	2
615	27	岳各庄桥北	2
615	28	丰台路口	2
615	19	航天桥西	2
615	34	科丰桥北	2
615	14	四通桥西	2
615	7	静安庄	2
615	35	科丰桥南	2
615	36	六圈	2
615	45	狼垡东桥北	2
615	42	将台路口西	1
615	41	芦花路	2
615	4	长丰园一区	1
615	20	西钓鱼台	2
615	1	鸿益驾校	1
615	6	丽都饭店	2
615	32	看丹桥	2
615	13	蓟门桥西	2
615	33	韩庄子南	2
615	38	世界公园	2
615	5	将台路口西	2
615	4	陈各庄	2
615	45	东八间房	1
615	39	葆台路	2
615	42	公交驾校	2
615	43	陈各庄	1
615	40	静安庄	1
615	38	安贞桥西	1
615	7	小葆台	1
615	5	公交驾校	1
615	2	狼垡东桥北	1
616	13	洪村	1
616	14	康庄路东口	1
616	29	西苑医院	2
616	30	海淀公园	2
616	12	大兴小营	1
616	11	兴华园	1
616	15	高米店	1
616	39	航天桥南	2
616	4	大兴桥西	1
616	5	林校路	1
616	48	高米店	2
616	6	站前环岛东	1
616	52	兴华园	2
616	53	清源西里	2
616	26	花园桥南	1
616	27	紫竹桥南	1
616	4	西小营	2
616	61	稻香湖	1
616	62	前沙涧村南	1
616	63	前沙涧村	1
616	1	前沙涧村	2
616	2	前沙涧村南	2
616	33	万泉河路	2
616	32	稻香园	2
616	25	肖家河	2
616	23	梅园	2
616	28	万寿寺	1
616	29	为公桥	1
616	58	高里掌	1
616	56	温泉	1
616	55	温泉苗圃	1
616	52	杨家庄	1
616	48	亮甲店西站	1
616	47	亮甲店	1
616	45	西北旺	1
616	43	百望家苑	1
616	41	梅园	1
616	40	中国农业大学西校区	1
616	39	肖家河	1
616	37	骚子营	1
616	35	西苑医院	1
616	33	万泉河桥南	1
616	31	万泉河路	1
616	30	万泉庄	1
616	1	海子角	1
616	20	百望山森林公园	2
616	8	温泉	2
616	9	温泉苗圃	2
616	10	白家疃西口	2
616	11	白家疃东口	2
616	12	杨家庄	2
616	13	温泉路东口	2
616	14	太舟坞	2
616	15	屯佃大桥	2
616	16	亮甲店西站	2
616	17	亮甲店	2
616	18	回民公墓	2
616	19	西北旺	2
616	40	公主坟北	2
616	47	玉泉营桥西	2
616	62	海子角东口	2
616	50	洪村	2
616	16	玉泉营桥西	1
616	10	清源西里	1
616	8	黄村西大街	1
616	26	小清河	2
616	54	白家疃西口	1
616	22	农大路北口	2
616	49	康庄路东口	2
616	50	太舟坞	1
616	51	温泉路东口	1
616	2	海子角东口	1
616	21	百望家苑	2
616	54	黄村公园	2
616	32	稻香园	1
616	5	西小营南站	2
616	49	屯佃大桥	1
616	46	回民公墓	1
616	44	百望山森林公园	1
616	55	化纤俱乐部	2
616	41	公主坟南	2
616	42	六里桥北里	2
616	43	六里桥南	2
616	42	农大路北口	1
616	38	小清河	1
616	36	西苑	1
616	34	海淀公园	1
616	46	夏家胡同	2
616	63	海子角	2
616	51	大兴小营	2
616	27	骚子营	2
616	35	为公桥	2
616	44	西局	2
616	24	中国农业大学西校区	2
616	60	大兴桥西	2
616	19	西局	1
616	18	丽泽桥	1
616	38	花园桥南	2
616	37	紫竹桥南	2
616	45	丽泽桥	2
616	3	稻香湖	2
616	60	西小营	1
616	61	海子角北口	2
616	57	温泉辛庄	1
616	28	西苑	2
616	21	六里桥北里	1
616	34	万泉庄	2
616	59	西小营南站	1
616	22	公主坟南	1
616	56	黄村西大街	2
616	31	万泉河桥南	2
616	24	航天桥南	1
616	7	黄村火车站北	1
616	53	白家疃东口	1
616	7	温泉辛庄	2
616	20	六里桥南	1
616	25	航天桥北	1
616	3	海子角北口	1
616	59	林校路	2
616	6	高里掌	2
616	57	黄村火车站北	2
616	36	万寿寺	2
616	9	化纤俱乐部	1
616	23	公主坟北	1
616	17	夏家胡同	1
616	58	站前环岛东	2
617	20	北小营	2
617	21	上辇	2
617	22	魏家店	2
617	11	南法信	2
617	12	东风小学	2
617	13	顺义电视台	2
617	23	沿头	2
617	24	木林	2
617	25	唐指山	2
617	26	贾山	2
617	2	密云新农村	1
617	3	东菜园小区	1
617	4	花园小区	1
617	5	密云电信大楼	1
617	6	密云利华	1
617	7	密云南门	1
617	8	密云南菜园	1
617	5	大山桥东	2
617	13	中庄	1
617	11	河南寨村	1
617	19	后鲁	2
617	31	南法信	1
617	20	魏家店	1
617	21	上辇	1
617	22	北小营	1
617	23	后鲁	1
617	24	前鲁	1
617	25	郝家疃	1
617	26	前郝家疃	1
617	27	俸伯	1
617	28	顺义东大桥环岛	1
617	29	顺义电视台	1
617	30	东风小学	1
617	30	河南寨镇政府	2
617	27	密云钓鱼台	2
617	36	北皋	1
617	32	地铁后沙峪站	1
617	33	火神营	1
617	34	花梨坎	1
617	10	地铁后沙峪站	2
617	9	火神营	2
617	3	三元桥	2
617	32	宁村	2
617	17	郝家疃	2
617	6	北皋	2
617	7	孙河	2
617	16	贾山	1
617	8	花梨坎	2
617	10	宁村	1
617	16	前郝家疃	2
617	29	中庄	2
617	15	俸伯	2
617	18	前鲁	2
617	33	太扬家园	2
617	1	东直门	2
617	41	东直门外	1
617	2	左家庄	2
617	34	密云南菜园	2
617	36	密云利华	2
617	28	荆栗园	2
617	31	河南寨村	2
617	37	密云电信大楼	2
617	35	密云南门	2
617	4	京顺路丽都饭店	2
617	14	顺义东大桥环岛	2
617	17	唐指山	1
617	40	左家庄	1
617	39	三元桥	1
617	38	京顺路丽都饭店	1
617	37	大山桥西	1
617	35	孙河	1
617	19	沿头	1
617	18	木林	1
617	15	密云钓鱼台	1
617	14	荆栗园	1
617	12	河南寨镇政府	1
617	9	太扬家园	1
617	1	密云汽车站	1
617	38	花园小区	2
617	39	东菜园小区	2
617	40	密云新农村	2
617	41	密云汽车站	2
618	23	长阳环岛南	1
618	12	丰北桥东	2
618	32	良乡南关	2
618	4	静安墓园	1
618	5	新镇	1
618	6	房山吴庄	1
618	7	紫草坞	1
618	33	长虹大街	2
618	25	长阳环岛南	2
618	32	抗战雕塑园	1
618	29	长辛店北口	1
618	21	黄辛庄	1
618	19	良乡火车站	1
618	13	西潞园	1
618	21	北京十中	2
618	40	夏家胡同	1
618	38	丰台北路	1
618	47	刘家窑桥西	1
618	45	木樨园桥东	1
618	13	丰台路口	2
618	23	南岗洼	2
618	11	七里庄	2
618	18	杜家坎南	2
618	20	长辛店南口	2
618	18	良乡陶瓷厂	1
618	14	良乡西门	1
618	12	北潞园	1
618	9	阎村	1
618	3	北坊村	1
618	41	紫草坞	2
618	31	良乡东关	2
618	24	黄管屯	2
618	22	赵辛店东	2
618	19	长辛店北口	2
618	14	岳各庄桥北	2
618	8	夏家胡同	2
618	6	草桥	2
618	5	洋桥西	2
618	4	木樨园桥西	2
618	46	赵公口桥西	1
618	41	玉泉营桥西	1
618	39	丽泽桥南	1
618	22	长阳路口	1
618	17	良乡东关	1
618	10	苏庄	1
618	42	房山吴庄	2
618	1	坨里	1
618	39	阎村	2
618	16	良乡南关	1
618	36	北潞园	2
618	34	良乡西门	2
618	28	送变电公司	2
618	25	南岗洼	1
618	27	黄辛庄	2
618	28	长辛店南口	1
618	33	西道口	1
618	30	杜家坎南	1
618	34	丰台路口	1
618	17	杜家坎	2
618	36	丰北桥东	1
618	15	西道口	2
618	43	洋桥西	1
618	10	丰台北路	2
618	9	丽泽桥西	2
618	2	赵公口桥西	2
618	3	木樨园桥东	2
618	7	玉泉营桥西	2
618	1	刘家窑桥西	2
618	44	木樨园桥西	1
618	16	抗战雕塑园	2
618	42	草桥	1
618	37	七里庄	1
618	43	新镇	2
618	35	丰台体育中心	1
618	31	杜家坎	1
618	26	长阳路口	2
618	27	北京十中	1
618	29	良乡火车站	2
618	26	赵辛店东	1
618	30	良乡陶瓷厂	2
618	24	黄管屯	1
618	20	送变电公司	1
618	35	西潞园	2
618	37	月华小区	2
618	38	苏庄	2
618	15	长虹大街	1
618	40	北京理工大学房山分校	2
618	11	月华小区	1
618	8	北京理工大学房山分校	1
618	2	房山沙窝	1
618	44	静安墓园	2
618	45	北坊村	2
618	46	房山沙窝	2
618	47	坨里	2
619	8	玉泉营桥西	2
619	16	正阳桥北	2
619	37	王佐中学	2
619	22	西道口	2
619	10	丰益桥西	2
619	11	西管头	2
619	20	南五里店	2
619	42	南苑路果园	1
619	35	南宫市场	2
619	2	大红门西里	2
619	18	丰台医院	2
619	2	怪村	1
619	27	长辛店北口	2
619	28	长辛店南口	2
619	29	北京十中	2
619	30	赵辛店东	2
619	24	西道口	1
619	25	西道口东	1
619	26	南五里店	1
619	27	程庄路口东	1
619	28	丰台医院	1
619	29	正阳桥北	1
619	30	北大地	1
619	31	北大街	1
619	32	东大街	1
619	33	前泥洼	1
619	34	西管头	1
619	13	云岗北区	1
619	14	佃起村	1
619	15	朱家坟	1
619	16	赵辛店东	1
619	17	北京十中	1
619	18	长辛店南口	1
619	41	北洛平村	2
619	42	南洛平村	2
619	4	南洛平村	1
619	5	北洛平村	1
619	6	天路通	1
619	7	魏各庄	1
619	8	西王佐	1
619	9	王佐中学	1
619	26	杜家坎南	2
619	23	抗战雕塑园	2
619	1	青龙湖	1
619	34	云岗	2
619	12	云岗	1
619	41	木樨园桥	1
619	1	大红门桥北	2
619	31	朱家坟	2
619	32	佃起村	2
619	22	卢沟新桥	1
619	6	洋桥西	2
619	35	丰益桥南	1
619	36	夏家胡同	1
619	37	玉泉营桥西	1
619	38	草桥	1
619	39	洋桥西	1
619	19	长辛店北口	1
619	20	杜家坎南	1
619	25	杜家坎	2
619	43	怪村环岛	2
619	10	东王佐	1
619	11	南宫市场	1
619	44	大红门桥北	1
619	43	大红门西里	1
619	23	抗战雕塑园	1
619	40	木樨园桥西	1
619	45	青龙湖	2
619	36	东王佐	2
619	5	木樨园桥西	2
619	13	东大街	2
619	17	丰台镇东安街	2
619	14	北大街	2
619	12	前泥洼	2
619	19	程庄路口东	2
619	7	草桥	2
619	24	卢沟新桥	2
619	40	天路通	2
619	3	怪村环岛	1
619	21	杜家坎	1
619	44	怪村	2
619	38	西王佐	2
619	4	木樨园桥	2
619	3	南苑路果园	2
619	9	夏家胡同	2
619	15	北大地	2
619	21	西道口东	2
619	33	云岗北区	2
619	39	魏各庄	2
620	20	高井路口西	2
620	21	石景山高井	2
620	22	黑石头	2
620	23	五里坨	2
620	24	石景山南宫	2
620	38	东华路	2
620	29	苹果园小区	1
620	11	苹果园七区	2
620	12	地铁苹果园站北门	2
620	36	增产路	2
620	16	赵山小区	2
620	17	模式口南里	2
620	34	西黄村小区北	1
620	35	西下庄	1
620	24	金顶北路	1
620	21	首钢小区	1
620	13	三家店	1
620	14	三家店东口	1
620	26	金顶街四区	1
620	23	赵山小区	1
620	22	模式口南里	1
620	18	石景山高井	1
620	17	黑石头	1
620	6	增产路东口	1
620	7	河滩长途汽车站	1
620	8	城子大街南口	1
620	9	城子	1
620	10	城子职高	1
620	11	水闸	1
