xid	pm	zhan	kind
38	4	志新桥北	1
38	5	志新桥南	1
38	6	牡丹园北	1
38	7	牡丹园	1
38	8	北太平桥西	1
38	9	蓟门桥东	1
38	10	明光村	2
38	11	明光桥东	2
38	12	明光村	1
38	13	明光村西站	1
38	14	皂君庙东站	1
38	20	二里庄南口	2
38	3	北下关	2
38	4	北京交通大学	2
38	2	二里庄南口	1
38	9	明光村西站	2
38	18	北京交通大学	1
38	5	大柳树南站	2
38	19	北下关	1
38	1	二里庄	1
39	11	永定门内	1
39	12	先农坛	1
39	13	天坛西门	1
39	9	木樨园桥北	1
39	12	刘家窑桥东	2
39	13	顺四条	2
39	10	赵公口桥西	2
39	8	木樨园桥东	1
39	5	刘家窑桥东	1
39	16	双庙	2
39	9	木樨园桥东	2
39	10	沙子口	1
39	2	珠市口南	2
39	11	刘家窑桥西	2
39	8	木樨园桥北	2
39	7	沙子口	2
39	4	顺四条	1
39	1	前门	2
39	6	永定门内	2
39	14	宋家庄	2
39	6	刘家窑桥西	1
39	14	珠市口南	1
39	5	先农坛	2
39	2	地铁宋家庄站	1
39	4	天坛西门	2
39	3	天桥	2
39	15	前门	1
39	15	地铁宋家庄站	2
39	3	宋家庄	1
39	1	双庙	1
39	7	赵公口桥西	1
40	10	蒋宅口	2
40	12	地坛西门	2
40	13	雍和宫桥东	2
40	14	北小街豁口	2
40	15	东直门外	2
40	7	安贞里	2
40	8	安贞桥北	2
40	9	安外甘水桥	2
40	2	对外经贸大学	2
40	1	国际展览中心	1
40	2	静安庄	1
40	19	静安庄	2
40	20	国际展览中心	2
40	3	惠新里	2
40	4	左家庄	1
40	5	香河园	1
40	6	东直门外	1
40	7	北官厅	1
40	8	北小街豁口	1
40	9	雍和宫桥东	1
40	10	地坛西门	1
40	11	北京一四二中学	1
40	12	蒋宅口	1
40	13	安外甘水桥	1
40	14	安贞桥北	1
40	15	安贞里	1
40	16	奥体东门	1
40	17	安苑东里	1
40	18	安苑路	1
40	19	惠新西街北口	1
40	20	惠新东桥西	1
40	1	惠新东桥南	2
40	3	三元桥西站	1
40	18	三元桥西站	2
40	16	香河园	2
40	11	北京一四二中学	2
40	17	左家庄	2
40	4	安苑路	2
40	5	安苑东里	2
40	6	奥体东门	2
41	11	真武庙	2
41	9	北京儿童医院西门	2
41	18	南樱桃园路口南	2
41	16	枣林前街	2
41	1	动物园	2
41	20	二里沟东口	1
41	17	阜成门北	1
41	18	车公庄西	1
41	22	翠林小区	2
41	10	礼士路南口	2
41	13	天宁寺桥北	2
41	15	广安门内	2
41	21	右安门外	2
41	2	北京展览馆	2
41	17	白纸坊	2
41	19	右安门内	2
41	20	右安门	2
41	22	动物园	1
41	21	北京展览馆	1
41	19	三塔寺	1
41	16	月坛公园	1
41	15	北京儿童医院西门	1
41	1	翠林小区	1
41	2	右安门外	1
41	3	右安门	1
41	4	右安门内	1
41	5	南樱桃园路口西	1
41	6	白纸坊	1
41	7	枣林前街	1
41	8	白广路北口	1
41	9	广安门内	1
41	10	广安门北	1
41	11	天宁寺桥北	1
41	5	车公庄西	2
41	7	阜外医院	2
41	8	月坛公园	2
41	6	马尾沟	2
41	4	三塔寺	2
41	3	二里沟东口	2
41	14	广安门北	2
41	12	西便门外	2
41	12	西便门外	1
41	13	真武庙	1
41	14	礼士路南口	1
42	12	北京站口西	2
42	13	北京站东	2
42	10	天安门东	2
42	11	王府井	2
42	7	大栅栏	1
42	5	天安门广场西	1
42	11	先农坛	1
42	7	珠市口南	2
42	6	天桥	2
42	4	永定门内	2
42	1	北京站东	1
42	14	北京南站	1
42	10	天坛西门	1
42	8	珠市口南	1
42	6	前门	1
42	4	天安门东	1
42	2	东单路口东	1
42	3	王府井	1
42	9	天安门广场东	2
42	8	大栅栏	2
42	5	先农坛	2
42	3	陶然桥东	2
42	2	永定门长途汽车站	2
42	1	北京南站	2
42	9	天桥	1
42	12	永定门西	1
42	13	永定门长途汽车站	1
43	6	木樨地北	1
43	17	明光桥北	1
43	18	蓟门桥	1
43	19	蓟门桥北	1
43	20	塔院小区南门	1
43	21	牡丹园西	1
43	22	牡丹园东	1
43	23	健德门桥西	1
43	24	健德门桥东	1
43	25	北土城西路东口	1
43	26	安贞西里	1
43	27	安华桥北	1
43	1	安华桥北	2
43	2	安贞西里	2
43	3	北土城西路东口	2
43	4	健德门桥东	2
43	5	健德门桥西	2
43	6	牡丹园东	2
43	2	北京世纪坛医院	1
43	28	北京西站	2
43	27	北京世纪坛医院	2
43	11	月坛体育场	1
43	9	二七剧场路北口	1
43	5	木樨地西	1
43	26	皇亭子	2
43	13	阜成门北	1
43	14	西直门南	1
43	15	索家坟	1
43	16	文慧桥北	1
43	22	西城三里河	2
43	20	二七剧场路北口	2
43	10	儿童医院路口西	1
43	8	三里河东口	1
43	25	军事博物馆	2
43	24	木樨地西	2
43	23	木樨地北	2
43	7	西城三里河	1
43	3	皇亭子	1
43	1	北京西站	1
43	12	阜成门南	1
43	8	塔院小区南门	2
43	10	蓟门桥南	2
43	13	索家坟	2
43	14	西直门南	2
43	15	车公庄南	2
43	21	三里河东口	2
43	17	阜成门南	2
43	19	儿童医院路口东	2
43	18	月坛体育场	2
43	16	阜成门北	2
43	12	文慧桥南	2
43	11	明光桥南	2
43	9	蓟门桥北	2
43	7	牡丹园西	2
43	4	军事博物馆	1
44	9	新街口南	1
44	10	护国寺	1
44	5	北京师范大学	1
44	14	甘石桥	1
44	13	小西天	2
44	14	北京师范大学	2
44	16	西单路口南	1
44	11	平安里路口南	1
44	2	牡丹园	1
44	13	缸瓦市	1
44	16	北太平桥西	2
44	15	铁狮子坟	2
44	17	前门	1
44	12	西四路口北	1
44	6	小西天	1
44	3	北太平桥南	1
44	12	积水潭桥南	2
44	7	积水潭桥南	1
44	11	新街口北	2
44	8	西四路口北	2
44	6	西单商场	2
44	4	石碑胡同	2
44	2	天安门广场东	2
44	1	前门	2
44	3	天安门西	2
44	15	西单商场	1
44	5	西单路口东	2
44	7	缸瓦市	2
44	8	新街口北	1
44	4	铁狮子坟	1
44	9	平安里路口南	2
44	10	护国寺	2
44	17	牡丹园西	2
44	1	牡丹园西	1
45	15	双井桥西	2
45	16	九龙花园	2
45	19	东石门	2
45	18	大郊亭桥西	2
45	13	马圈	2
45	17	珠江帝景	2
45	14	垂杨柳	2
45	2	虎坊桥路口东	2
45	25	虎坊路	1
45	1	虎坊路	2
45	21	过街楼	1
45	22	珠市口西	1
45	23	板章路	1
45	24	虎坊桥路口南	1
45	20	唐家村	2
45	21	小海子	2
45	22	四根旗杆	2
45	3	四根旗杆	1
45	4	小海子	1
45	5	唐家村	1
45	6	东石门	1
45	7	大郊亭桥西	1
45	8	珠江帝景	1
45	9	九龙花园	1
45	10	双井桥西	1
45	20	崇文三里河	1
45	19	桥湾	1
45	2	方家村	1
45	3	板章路	2
45	4	过街楼	2
45	5	崇文三里河	2
45	6	桥湾	2
45	7	水道子	2
45	8	磁器口西	2
45	9	榄杆市	2
45	10	培新街	2
45	11	安化楼	2
45	12	广渠门内	2
45	11	垂杨柳	1
45	12	马圈	1
45	13	广渠门内	1
45	14	安化楼	1
45	15	培新街	1
45	16	榄杆市	1
45	17	磁器口西	1
45	18	水道子	1
45	1	朝阳半壁店	1
45	23	方家村	2
45	24	朝阳半壁店	2
46	10	东直门内	2
46	11	东直门	2
46	6	东直门内	1
46	7	东直门内小街	1
46	8	海运仓	2
46	15	北京站口北	1
46	9	东直门内小街	2
46	7	东四九条	2
46	4	禄米仓	2
46	13	塔园村	2
46	12	春秀路	2
46	5	东直门	1
46	6	朝内小街	2
46	5	演乐胡同	2
46	3	外交部街	2
46	2	北京站前街	2
46	16	北京站	1
46	14	外交部街	1
46	13	禄米仓	1
46	1	北京站	2
46	10	东四六条	1
46	9	东四九条	1
46	4	春秀路	1
46	2	新源里	1
46	1	左家庄	1
46	12	演乐胡同	1
46	11	朝内小街	1
46	14	左家庄	2
46	3	塔园村	1
46	8	海运仓	1
47	17	崇文门内	1
47	12	天坛体育场	1
47	10	芳古园	1
47	14	红桥路口北	1
47	15	磁器口北	1
47	19	北京站东	1
47	18	东单路口东	1
47	16	花市路口南	1
47	1	城外诚	1
47	13	法华寺	1
47	2	郭家村	1
47	3	成寿寺路	1
47	4	成寿寺路中街	1
47	5	成寿寺路北口	1
47	11	东侧路	1
47	9	方庄环岛南	1
47	8	方庄桥西	1
47	7	方庄桥东	1
47	6	十里河桥南	1
47	1	北京站东	2
47	2	建国门南	2
47	3	东便门	2
47	4	崇文门东	2
47	5	花市路口南	2
47	6	磁器口南	2
47	7	红桥路口北	2
47	8	法华寺	2
47	9	天坛体育场	2
47	10	东侧路	2
47	11	芳古园	2
47	12	方庄环岛南	2
47	13	东铁营桥东	2
47	14	成寿寺路北口	2
47	15	成寿寺路中街	2
47	16	成寿寺路	2
47	17	郭家村	2
47	18	城外诚	2
48	7	保福寺桥西	1
48	6	北京城市学院	1
48	5	成府路口南	1
48	3	中国农业大学东校区	1
48	2	二里庄北口	1
48	27	月坛北街北站	1
48	2	天宁寺桥西	2
48	30	白云路	1
48	29	三里河东路南口	1
48	28	国家工商总局	1
48	8	中关村一街	1
48	31	白云观	1
48	21	城铁西直门站	1
48	22	西直门外	1
48	23	北京展览馆	1
48	24	二里沟东口	1
48	25	百万庄东口	1
48	16	魏公村	1
48	17	大慧寺	1
48	18	大柳树南站	1
48	19	北京交通大学	1
48	20	北下关	1
48	26	展览路	1
48	32	天宁寺桥西	1
48	33	西便门	1
48	1	西便门	2
48	9	中关村西	1
48	10	北京市地震局	1
48	11	人民大学西门	1
48	12	万泉庄	1
48	13	三义庙	1
48	14	四通桥南	1
48	15	中国农业科学院	1
48	4	学院路北口	1
48	1	二里庄	1
48	3	白云观	2
48	4	白云路	2
48	5	三里河东路南口	2
48	6	国家工商总局	2
48	7	月坛北街北站	2
48	8	展览路	2
48	9	百万庄东口	2
48	10	二里沟东口	2
48	11	北京展览馆	2
48	12	西直门外	2
48	13	城铁西直门站	2
48	14	北下关	2
48	15	北京交通大学	2
48	16	大柳树南站	2
48	17	大慧寺	2
48	18	魏公村	2
48	19	中国农业科学院	2
48	20	四通桥西	2
48	21	三义庙	2
48	22	万泉庄	2
48	23	人民大学西门	2
48	24	北京市地震局	2
48	25	中关村西	2
48	26	中关村一街	2
48	27	保福寺桥西	2
48	28	北京城市学院	2
48	29	成府路口南	2
48	30	学院路北口	2
48	31	中国农业大学东校区	2
48	32	二里庄北口	2
49	17	六铺炕	1
49	13	积水潭桥东	1
49	10	动物园	1
49	9	白石桥东	1
49	8	四道口北	1
49	3	航天桥北	1
49	18	地兴居	1
49	16	后九条	1
49	15	安德路西口	1
49	5	花园桥东	1
49	6	老虎庙	1
49	7	外文印刷厂	1
49	14	德胜门	1
49	1	西钓鱼台	1
49	12	玉桃园	1
49	11	西直门外	1
49	4	花园桥南	1
49	2	航天桥西	1
49	19	安定门外	1
49	1	安定门外	2
49	2	地兴居	2
49	3	六铺炕	2
49	4	后九条	2
49	5	安德路西口	2
49	6	德胜门西	2
49	7	新街口豁口	2
49	8	玉桃园	2
49	9	西直门外	2
49	10	动物园	2
49	11	白石桥东	2
49	12	四道口北	2
49	13	外文印刷厂	2
49	14	老虎庙	2
49	15	花园桥东	2
49	16	花园桥南	2
49	17	航天桥北	2
49	18	航天桥西	2
49	19	西钓鱼台	2
50	2	西大望路南口	1
50	16	芳草地	1
50	3	周家庄	1
50	15	芳草地南	1
50	12	大北窑南	1
50	4	十里河居然之家	1
50	5	十里河桥北	1
50	17	东大桥	1
50	14	永安里路口北	1
50	13	大北窑西	1
50	10	双井桥北	1
50	11	双花园	1
50	9	双井桥南	1
50	8	劲松桥南	1
50	7	潘家园桥	1
50	6	华威桥南	1
50	1	弘燕站	1
50	1	东大桥	2
50	2	芳草地	2
50	3	芳草地南	2
50	4	永安里路口北	2
50	5	大北窑西	2
50	6	大北窑南	2
50	7	双花园	2
50	8	双井桥	2
50	9	双井桥南	2
50	10	劲松桥南	2
50	11	潘家园桥	2
50	12	华威桥南	2
50	13	十里河桥东	2
50	14	十里河居然之家	2
50	15	周家庄	2
50	16	西大望路南口	2
50	17	弘燕站	2
51	5	劲松桥东	2
51	12	劲松桥东	1
51	8	武圣路	2
51	9	松榆里	2
51	10	松榆东里南门	2
51	12	四方桥西	2
51	11	北京工业大学南门	2
51	15	广渠门	1
51	6	农光东里	2
51	17	北京站西街西口	1
51	13	劲松中街	1
51	7	武圣东里	2
51	5	双龙小区	1
51	4	弘燕桥西	1
51	1	弘燕站	1
51	2	西大望路南口	1
51	3	小武基桥北	1
51	13	弘燕桥	2
51	14	小武基桥北	2
51	15	西大望路南口	2
51	18	北京站东	1
51	1	北京站东	2
51	2	广渠门	2
51	3	光明桥东	2
51	4	劲松中街	2
51	8	武圣路南口	1
51	9	武圣路	1
51	10	武圣东里	1
51	11	农光东里	1
51	16	东便门	1
51	14	光明桥东	1
51	7	松榆东里南门	1
51	6	北京工业大学南门	1
51	16	弘燕站	2
52	17	厚俸桥	2
52	2	道家园	2
52	7	八王坟南	2
52	16	弘燕桥	2
52	8	北京东站北	2
52	5	紫南家园	1
52	6	祁家坟	1
52	7	潘道庙	1
52	8	北京工业大学	1
52	9	北京工业大学北站	1
52	10	平乐园北	1
52	13	北京工业大学	2
52	14	潘道庙	2
52	4	朝阳区大柳树	1
52	15	光华路东口	1
52	17	金台路口南	1
52	3	延静里	2
52	3	百子湾火车站	1
52	11	珠江帝景	1
52	12	九龙山	1
52	12	北京工业大学北站	2
52	4	金台路口南	2
52	1	甜水园西里	2
52	18	甜水园西里	1
52	6	光华路东口	2
52	13	八王坟南	1
52	9	九龙山	2
52	5	红庙路口北	2
52	10	珠江帝景	2
52	16	红庙路口北	1
52	1	孛罗营	1
52	11	平乐园北	2
52	20	北焦医院	2
52	19	陶庄	2
52	14	八王坟北	1
52	2	王四营桥南	1
52	15	祁家坟	2
52	18	垡头桥西	2
52	21	王四营桥东	2
52	22	孛罗营	2
53	21	红庙路口北	1
53	22	金台路口北	1
53	8	窑洼湖桥	1
53	11	唐家村	1
53	5	光华路东口	2
53	27	团结湖	1
53	26	团结湖路北口	1
53	25	朝阳体育馆	1
53	7	北京东站北	2
53	8	北京东站	2
53	9	百子湾桥西	2
53	4	厚俸桥南	1
53	13	水南庄	1
53	14	百子湾	1
53	15	百子湾桥东	1
53	16	百子湾桥西	1
53	6	紫南家园北站	1
53	3	金台路口南	2
53	10	百子湾桥东	2
53	1	北京华侨城	1
53	3	北京华侨城北站	1
53	2	北京华侨城南站	1
53	6	八王坟北	2
53	4	红庙路口北	2
53	2	甜水园北里	2
53	1	甜水园街北口	2
53	28	甜水园街北口	1
53	24	六里屯	1
53	23	甜水园北里	1
53	20	光华路东口	1
53	19	八王坟北	1
53	18	八王坟南	1
53	17	北京东站	1
53	12	水南庄南站	1
53	10	东石门	1
53	9	大郊亭桥	1
53	7	工大桥	1
53	5	紫南家园	1
53	11	百子湾	2
53	12	水南庄	2
53	13	水南庄南站	2
53	14	唐家村	2
53	15	东石门	2
53	16	大郊亭桥	2
53	17	窑洼湖桥	2
53	18	工大桥	2
53	19	弘燕桥	2
53	20	弘燕桥	2
53	21	厚俸桥南	2
53	22	北京华侨城北站	2
53	23	北京华侨城南站	2
53	24	北京华侨城	2
54	1	公主坟西	1
54	6	普惠南里	1
54	4	翠微南里	1
54	2	翠微路口	1
54	5	翠微东里	1
54	7	柳林馆	1
54	8	玉渊潭南门	1
54	9	茂林居	1
54	10	玉渊潭东门	1
54	11	国家工商总局	1
54	1	国家工商总局	2
54	3	万寿路口北	1
54	2	三里河东口	2
54	3	西城三里河	2
54	4	玉渊潭东门	2
54	5	茂林居	2
54	6	玉渊潭南门	2
54	7	柳林馆	2
54	8	普惠南里	2
54	9	翠微东里	2
54	10	翠微南里	2
54	11	万寿路口北	2
54	12	翠微路口	2
54	13	公主坟西	2
55	13	公主坟西	2
55	9	翠微西里	2
55	10	翠微中里	2
55	16	远大路	1
55	17	远大路东口	1
55	1	远大路东口	2
55	6	八里庄桥	1
55	7	慈寿寺桥	1
55	8	五路	1
55	9	善家坟	1
55	10	车道沟桥	1
55	11	彰化村	1
55	12	正福寺	1
55	13	黄庄东站	1
55	14	黄庄	1
55	15	东冉村	1
55	2	麦钟桥	2
55	3	正福寺	2
55	4	彰化村	2
55	5	善家坟	2
55	6	五路	2
55	7	慈寿寺桥	2
55	8	八宝庄	2
55	2	翠微路口	1
55	3	万寿路口北	1
55	4	翠微中里	1
55	5	翠微西里	1
55	11	万寿路口北	2
55	12	翠微路口	2
55	1	公主坟西	1
56	13	潘家园桥东	1
56	18	光明楼	1
56	7	潘道庙	1
56	19	北京体育馆	1
56	4	朝阳区大柳树	1
56	15	松榆里	2
56	2	王四营桥南	1
56	3	百子湾火车站	1
56	8	光明楼	2
56	7	北京体育馆	2
56	6	北京体育馆西	2
56	5	法华寺	2
56	17	北京工业大学南门	2
56	13	潘家园桥东	2
56	4	天坛北门	2
56	10	京体游泳馆	1
56	11	武圣路南口	1
56	2	友谊医院东	2
56	3	天桥路口东	2
56	20	北京体育馆西	1
56	21	法华寺	1
56	22	天坛北门	1
56	23	天桥路口东	1
56	24	友谊医院东	1
56	17	劲松南路西口	1
56	9	光明桥东	2
56	11	华威西里	2
56	5	紫南家园	1
56	6	祁家坟	1
56	1	虎坊桥路口东	2
56	16	潘家园路西口	1
56	15	华威西里	1
56	9	松榆东里南门	1
56	16	京体游泳馆	2
56	12	潘家园桥西	2
56	10	劲松南路	2
56	14	武圣路	2
56	12	武圣路	1
56	14	潘家园桥西	1
56	8	北京工业大学	1
56	25	虎坊桥路口南	1
56	1	孛罗营	1
56	18	北京工业大学	2
56	19	潘道庙	2
56	20	祁家坟	2
56	21	弘燕桥	2
56	22	厚俸桥	2
56	23	垡头桥西	2
56	24	陶庄	2
56	25	北焦医院	2
56	26	王四营桥东	2
56	27	孛罗营	2
57	9	红桥路口西	2
57	10	法华寺	2
57	11	北京体育馆西	2
57	7	金鱼池	2
57	4	双井桥东	1
57	5	双井桥南	1
57	6	劲松桥北	1
57	7	劲松中街	1
57	18	双井桥东	2
57	17	双井桥南	2
57	16	劲松桥北	2
57	12	北京体育馆	2
57	13	光明楼	2
57	14	光明桥东	2
57	15	劲松中街	2
57	1	大郊亭桥西	1
57	20	珠江帝景	2
57	2	珠江帝景	1
57	3	九龙花园	1
57	8	天坛北门	2
57	10	北京体育馆	1
57	11	北京体育馆西	1
57	12	法华寺	1
57	13	红桥路口西	1
57	14	天坛北门	1
57	15	金鱼池	1
57	16	天桥	1
57	1	天桥	2
57	2	天坛西门	2
57	3	南纬路	2
57	4	福长街	2
57	5	友谊医院东	2
57	6	天桥路口东	2
57	19	九龙花园	2
57	9	光明楼	1
57	8	光明桥东	1
57	21	大郊亭桥西	2
57	22	大郊亭桥	2
59	18	法华寺	3
59	19	北京体育馆西	3
59	20	北京体育馆	3
59	21	光明楼	3
59	14	先农坛	3
59	17	天坛北门	3
59	22	潘家园东路北口	3
59	15	天坛	3
59	16	天桥	3
59	13	永定门东	3
59	12	永定门东街	3
59	11	天坛南门	3
59	10	东侧路	3
59	9	天坛体育场	3
59	8	北京体育馆西	3
59	23	劲松南路	3
59	24	华威路北口	3
59	25	华威西里	3
59	26	左安路	3
59	7	北京体育馆	3
59	6	光明楼	3
59	5	光明桥	3
59	4	劲松南路西口	3
59	3	潘家园路西口	3
59	2	华威西里	3
59	1	左安路	3
60	3	八里河	1
60	4	左安门外	1
60	5	肿瘤医院	1
60	6	光明桥东	1
60	7	劲松中街	1
60	8	劲松桥北	1
60	9	双井桥南	1
60	10	双井桥北	1
60	26	光明桥	2
60	16	王府井	2
60	17	东单路口东	2
60	18	北京站口东	2
60	13	西单路口东	2
60	12	民族文化宫	2
60	10	南礼士路	2
60	7	国家工商总局	2
60	8	工商总局南站	2
60	11	大北窑西	1
60	12	永安里路口西	1
60	13	北京站口东	1
60	14	东单路口东	1
60	15	王府井	1
60	20	复兴门内	1
60	21	南礼士路	1
60	22	三里河东路南口	1
60	23	工商总局南站	1
60	24	国家工商总局	1
60	25	月坛北街北站	1
60	26	阜外西口	1
60	27	甘家口西	1
60	28	白堆子口东	1
60	29	马神庙	1
60	30	航天桥东	1
60	1	航天桥东	2
60	25	光明桥东	2
60	24	劲松中街	2
60	23	劲松桥北	2
60	22	双井桥南	2
60	21	双井桥北	2
60	20	大北窑西	2
60	19	永安里路口西	2
60	15	天安门东	2
60	14	天安门西	2
60	11	复兴门内	2
60	9	三里河东路南口	2
60	6	月坛北街北站	2
60	5	阜外西口	2
60	4	甘家口东	2
60	3	白堆子口东	2
60	2	马神庙	2
60	19	民族文化宫	1
60	18	西单路口东	1
60	17	天安门西	1
60	16	天安门东	1
60	2	芳城园	1
60	1	方庄北口	1
60	27	肿瘤医院	2
60	28	左安门外	2
60	29	八里河	2
60	30	芳城园	2
60	31	芳古园	2
60	32	方庄北口	2
61	4	铁狮子坟	1
61	20	宣武医院	1
61	21	牛街路口西	1
61	24	广外甘石桥	1
61	20	小西天	2
61	13	甘石桥	1
61	14	辟才胡同东口	1
61	2	牡丹园	1
61	8	新街口北	1
61	22	铁狮子坟	2
61	18	新街口北	2
61	23	达官营	1
61	17	新文化街西口	1
61	16	太平桥	1
61	6	小西天	1
61	19	槐柏树街东口	1
61	12	辟才胡同	2
61	11	西四路口北	1
61	21	北京师范大学	2
61	12	缸瓦市	1
61	7	积水潭桥南	1
61	23	北太平桥西	2
61	19	积水潭桥南	2
61	16	平安里路口南	2
61	15	西四路口北	2
61	11	太平桥	2
61	4	广外甘石桥	2
61	1	牡丹园西	1
61	3	北太平桥南	1
61	7	宣武医院	2
61	22	广安门内	1
61	8	槐柏树街东口	2
61	27	六里桥东	1
61	5	达官营	2
61	15	辟才胡同	1
61	13	辟才胡同东口	2
61	5	北京师范大学	1
61	9	护国寺	1
61	24	牡丹园西	2
61	17	护国寺	2
61	10	平安里路口南	1
61	14	缸瓦市	2
61	18	长椿街路口北	1
61	2	莲花池	2
61	10	新文化街西口	2
61	9	长椿街路口北	2
61	25	湾子	1
61	6	广安门内	2
61	26	莲花池	1
61	1	六里桥东	2
61	3	湾子	2
62	6	磁器口南	2
62	16	北京站东	1
62	1	北京站东	2
62	2	建国门南	2
62	7	蒲黄榆	1
62	4	崇文门东	2
62	6	刘家窑桥北	1
62	14	崇文门内	1
62	4	顺四条	1
62	11	蒲黄榆	2
62	9	天坛体育场	2
62	7	红桥路口北	2
62	15	东单路口东	1
62	8	东侧路	1
62	9	天坛体育场	1
62	10	法华寺	1
62	11	红桥路口北	1
62	12	磁器口北	1
62	13	刘家窑桥东	2
62	12	刘家窑桥北	2
62	10	东侧路	2
62	8	法华寺	2
62	5	花市路口南	2
62	3	东便门	2
62	13	花市路口南	1
62	5	刘家窑桥东	1
62	3	宋家庄	1
62	2	南窑	1
62	1	铜厂	1
62	14	顺四条	2
62	15	宋家庄	2
62	16	南窑	2
62	17	铜厂	2
63	6	八一湖	1
63	26	善家坟	2
63	14	广安门内	2
63	15	广安门北	2
63	16	天宁寺桥西	2
63	17	小马厂	2
63	18	北京西站	2
63	18	半步桥	1
63	19	自新路口东	1
63	20	陶然亭公园北门	1
63	21	太平街	1
63	22	陶然桥北	1
63	4	四路通	2
63	3	西钓鱼台	1
63	2	慈寿寺桥	1
63	14	广安门内	1
63	12	天宁寺桥西	1
63	10	北京西站	1
63	9	皇亭子	1
63	5	航天桥南	1
63	20	公主坟东	2
63	19	皇亭子	2
63	29	善家坟	2
63	9	半步桥	2
63	8	自新路口东	2
63	21	八一湖	2
63	10	南樱桃园路口西	2
63	11	白纸坊	2
63	12	枣林前街	2
63	13	白广路北口	2
63	16	白纸坊	1
63	17	南樱桃园路口西	1
63	15	枣林前街	1
63	13	广安门北	1
63	11	小马厂	1
63	8	公主坟东	1
63	7	公主坟北	1
63	1	五路	1
63	27	车道沟桥	2
63	24	西钓鱼台	2
63	23	陶然桥东	1
63	25	木樨园桥北	1
63	22	航天桥南	2
63	1	木樨园桥北	2
63	6	太平街	2
63	7	陶然亭公园北门	2
63	5	陶然桥北	2
63	3	洋桥北	2
63	2	木樨园桥西	2
63	24	沙子口	1
63	23	航天桥西	2
63	30	五路	2
63	28	车道沟桥	2
63	25	慈寿寺桥	2
63	4	航天桥西	1
64	3	紫南家园	1
64	19	正义路南口	1
64	18	台基厂路口东	1
64	17	崇文门西	1
64	10	劲松中街	1
64	2	厚俸桥南	1
64	16	磁器口北	1
64	15	法华寺	1
64	14	北京体育馆西	1
64	13	北京体育馆	1
64	12	光明楼	1
64	11	光明桥东	1
64	9	劲松桥东	1
64	1	北京华侨城	1
64	4	紫南家园北站	1
64	5	窑洼湖桥东	1
64	6	平乐园小区	1
64	7	平乐园	1
64	8	南磨房	1
64	20	王府井	1
64	21	东单路口南	1
64	1	东单路口南	2
64	2	崇文门内	2
64	3	磁器口北	2
64	4	法华寺	2
64	5	北京体育馆西	2
64	6	北京体育馆	2
64	7	光明楼	2
64	8	光明桥东	2
64	9	劲松中街	2
64	10	劲松桥东	2
64	11	南磨房	2
64	12	平乐园	2
64	13	平乐园小区	2
64	14	窑洼湖桥东	2
64	15	紫南家园北站	2
